   yearmon         1         2         3         4         5         6         7         8         9        10        11        12        13        14        15        16        17        18        19        20        21        22        23        24        25        26        27        28        29        30        31        32        33        34        35        36        37        38        39        40        41        42        43        44        45        46        47        48        49        50        51        52        53        54        55        56        57        58        59        60        61        62        63        64        65        66        67        68        69        70        71        72        73        74        75        76        77        78        79        80        81        82        83        84        85        86        87        88        89        90        91        92        93        94        95        96        97        98        99       100       101       102       103       104       105       106       107       108       109       110       111       112       113       114       115       116       117       118       119       120       121       122       123       124       125       126       127       128       129       130       131       132       133       134       135       136       137       138       139       140       141       142
    195908    24.059     5.589    21.920     0.000     0.206     2.349    11.359     4.216     0.000    16.609     2.555   522.832   127.864   499.935     0.000     2.335    33.681   284.764    72.800     0.000   377.202    36.016    29.882    28.510    29.536    31.960  -999.000    31.106    32.078    27.213    30.014    29.974    31.106    34.707    33.167    35.337  -999.000    28.420    33.415    39.207    32.715  -999.000    36.399    32.534   145.941    18.822    16.305    15.551    15.006    63.813  1826.892  1916.346  2635.494  1958.148  8090.002   342.500    75.000  5426.742     5.977     3.099     5.215     3.283   108.500 28343.451  2499.751  3344.045    21.978    -4.735   -21.255    -0.394     0.648    -1.123     0.121     0.928     0.898  -999.000    -0.743     0.632     0.155     4.829     2.526     4.691     3.753    10.872    12.850    29.000     1.000     1.000    -0.911    -0.715    -0.414    -0.532    -0.314    -0.407    -0.261    -0.546    -0.615    -0.556    -0.530    -1.825     6.394     3.231    23.227    19.642    -0.324     0.662     0.315    -0.332     0.374    -0.246    -0.502    -0.476    -0.362    -0.336  -999.000     6.000     2.000  1996.000    -0.200  -999.000     0.130    -0.620    -0.450     7.070    -0.040  2342.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000
    195909    10.475     0.281     6.371     0.000     1.167     3.077     4.846     0.829     0.000     6.090     4.244   169.026     3.184    91.997     0.000    15.666    62.977    71.079    11.024     0.000    88.813    78.643    28.309    25.000    26.443    32.188    27.790    31.059    26.159    27.896    20.048    26.624    29.728    32.136    26.306    30.974  -999.000    30.575    34.487    31.943    31.808  -999.000    32.011    32.904   139.613    19.024    19.219    17.082    15.309    68.662  2958.878  3296.054  3717.703  2846.271 12464.594   275.000    75.000  5279.667    11.153     4.359    11.351     3.132   113.000 28056.533  2483.211  3285.037    41.146    -5.593     9.433     0.451     0.436    -0.745    -0.546     0.495     0.797  -999.000    -0.448     0.458    -0.612     8.271     6.209     5.318     3.558    12.147    11.597    17.000    11.000     2.000    -0.629    -0.593    -0.501    -0.587    -0.343    -0.398    -0.001    -0.586    -0.560    -0.531    -0.441    -0.345     7.047     3.707    23.103    21.621    -0.141     0.357     0.508    -0.081     0.258    -0.349    -0.358    -0.391    -0.249    -0.230     2.000     4.000     2.000  1452.000     0.000  -999.000     0.105    -0.850    -0.240    10.090    -0.180  1943.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000
    195910     6.656     0.000     1.967     0.000     4.689     0.000     1.756     0.000     0.000     1.967     4.689   142.764     0.000    28.496     0.000   114.268     0.000    25.838     0.000     0.000    28.496   114.268    24.324    20.826    24.653    21.306    23.731    25.532    24.498    25.356    17.625    24.653    24.089    28.305  -999.000    28.222  -999.000    27.210  -999.000    28.131  -999.000  -999.000    28.222    28.361   139.750    20.259    19.186    19.500    17.456    74.374  5025.003  4890.905  5361.661  3065.942 17835.941   272.500    65.000  5212.871    12.528     3.681    14.500     1.536   167.000 27280.549  2421.015  3163.190    81.107    -7.354   -18.213     0.375    -0.085    -0.101    -0.446     0.449     0.448  -999.000    -0.374     0.615  -999.000     7.399     6.960     6.095     2.112    10.507    10.885    10.000    14.000     7.000    -0.340    -0.348    -0.482    -0.332    -0.325    -0.282    -0.071    -0.567    -0.401    -0.463    -0.310    -0.345    10.784     4.493    22.923    20.004    -0.124    -1.314    -1.258    -0.131     0.258    -0.192    -0.216    -0.374    -0.330    -0.163     3.000     4.000     0.000  1114.000     0.800  -999.000    -0.060     0.520    -0.710    11.690     0.170  1651.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000
    195911     2.074     0.000     0.000     0.000     2.074     0.000     0.000     0.000     0.000     0.000     2.074    36.746     0.000     0.000     0.000    36.746     0.000     0.000     0.000     0.000     0.000    36.746    22.920    14.783    16.229    17.151    22.500    22.101    19.189    13.375    18.176    16.711    22.920    25.985  -999.000  -999.000  -999.000    24.945  -999.000  -999.000  -999.000  -999.000  -999.000    25.985   147.555    20.259    18.681    18.223    14.832    70.070  4928.609  4952.390  4948.429  2187.642 16612.551   262.500    70.000  5163.133     7.538     5.857     8.625     6.035   131.000 26590.166  2272.627  2843.623   104.543    -9.056     3.185    -0.160     0.152    -0.196    -0.486     0.440    -0.442  -999.000    -0.409     0.745  -999.000     5.646     6.876    13.361     1.442    11.618    13.055    10.000     1.000    19.000    -0.014    -0.367    -0.524    -0.392    -0.421    -0.377    -0.063    -0.449    -0.391    -0.352    -0.440     0.085    11.080     4.061    22.964    19.308    -0.148    -2.083    -1.659    -0.120     0.054    -0.245    -0.210    -0.362    -0.246     0.082     3.000     3.000     0.000  1240.000     1.500  -999.000    -0.170     1.110    -0.740    10.710     0.500  1848.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000
    195912     0.940     0.000     0.000     0.000     0.940     0.000     0.000     0.000     0.000     0.000     0.940    12.034     0.000     0.000     0.000    12.034     0.000     0.000     0.000     0.000     0.000    12.034    20.773    13.122    14.386    15.974  -999.000    22.911    16.870    11.489    16.467    14.998    20.773    22.285  -999.000  -999.000  -999.000    20.277  -999.000  -999.000  -999.000  -999.000  -999.000    22.285   150.594    19.821    19.617    18.766    18.477    74.758  5813.239  6596.098  5193.403  3465.325 20523.412   202.500    80.000  4968.709    10.541     4.900    11.446     4.982   141.500 25882.129  2222.257  2737.852   110.166     9.303    -4.405     0.377     0.034    -0.183     0.314  -999.000     0.094    -0.271     0.770     0.580  -999.000     2.301     4.789    19.823    -1.942    11.685    14.232    10.000     0.000    21.000    -0.474    -0.344    -0.462    -0.243    -0.486    -0.353     0.066    -0.331    -0.406    -0.472    -0.649    -0.239    11.484     3.870    19.854    17.813    -0.107    -0.929    -1.129     0.024     0.050    -0.106    -0.246    -0.353    -0.181     0.191     3.000     2.000     0.000  1250.000     1.500  -999.000    -0.261     0.060    -0.860     8.300     0.400  1822.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000
    196001     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000    15.342    11.586    15.730    11.481    15.799    15.513    17.301    14.832    14.356    16.730    16.118  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000     0.000    18.967    19.607    19.931    17.750    74.175  4876.236  4915.046  4861.666  2573.654 16783.219   262.500    67.500  5068.226     9.414     2.530     8.717     1.206   147.500 25674.547  2046.166  2550.834    51.480   -16.285   -16.630    -0.662     0.119    -0.316    -0.267     0.351    -0.356     0.018    -0.663     0.451  -999.000    -1.260     2.221    16.043     1.513    11.902    14.589    21.000     2.000     8.000    -0.249    -0.383    -0.540    -0.395    -0.408    -0.311    -0.114    -0.395    -0.432    -0.374    -0.730     0.000     9.639     3.633    17.013    14.797    -0.033    -0.500    -0.535    -0.099    -0.231    -0.242    -0.225    -0.428    -0.337     0.009     3.000     0.000     0.000  1463.000     0.200  -999.000    -0.299     0.300     0.260     4.790     0.120  2026.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000
    196002     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000    14.468    12.644    13.753    12.835    15.008    16.102    15.191    13.995    12.210    14.985    15.994  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000     0.000    19.229    20.040    20.259    20.150    77.544  6755.349  5412.298  4302.848  4369.909 20284.414    77.500    67.500  4998.276    15.463     3.339    16.824     2.578   143.500 25738.795  2171.152  2757.281    54.178   -17.063    -6.896    -0.884     0.289     0.514     0.260     0.318    -0.178    -0.471    -0.442    -0.093  -999.000    -1.416     1.764    15.154     2.694    11.886    13.267    21.000     6.000     2.000    -0.523    -0.587    -0.671    -0.548    -0.422    -0.460    -0.089    -0.511    -0.614    -0.087    -0.745     0.000    14.516     5.313    16.051    12.542     0.034    -0.248    -0.402    -0.068    -0.213    -0.313    -0.367    -0.461     0.024    -0.439     2.000     0.000     0.000  1060.000     0.200  -999.000    -0.274     0.520     1.650     3.390    -0.140  1709.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000
    196003     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000    13.403    10.949    14.517    11.829    14.667    12.129    14.873    16.289    13.110    15.409    13.034  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000     0.000    20.259    20.040    19.876    20.259    78.300  5787.132  4134.725  5704.084  2392.667 17504.889   265.000    70.000  5054.516     9.095     5.885    12.718     3.856   147.500 26260.387  2153.612  2700.605    54.944    -8.442     6.254    -0.256    -0.402    -0.100    -0.339     0.067     0.535  -999.000     0.049     0.507  -999.000    -0.392     3.182     7.211     2.038     9.958    10.804    19.000     8.000     4.000    -0.479    -0.448    -0.517    -0.358    -0.345    -0.305    -0.003    -0.283    -0.479    -0.210    -0.384    -0.097    20.031    15.698    16.685    13.511    -0.080    -0.309    -0.335     0.065    -0.207    -0.179    -0.304    -0.278    -0.184    -0.563     4.000     0.000     0.000  1022.000     1.700  -999.000    -0.094    -0.210     1.440    -0.040    -0.360  1468.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000
    196004     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000    15.024    14.079    13.662    15.375    16.525    13.508    14.032    10.312    15.984    13.230    16.174  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000     0.000    17.256    19.936    18.312    12.510    66.328  3678.759  3942.441  3546.018  1656.712 12526.903   287.500    70.000  5166.067     9.658     4.244    11.197     4.698   140.000 26650.367  2256.546  2844.930   100.106    -1.323   -23.478     0.262    -0.150    -0.416    -0.088     0.080    -0.087  -999.000    -0.080     0.210  -999.000    -0.784     3.372     6.749     2.131     9.517     9.633    14.000     2.000    14.000    -0.897    -0.457    -0.463    -0.272    -0.503    -0.225    -0.222    -0.378    -0.509    -0.145    -0.448    -0.385    21.566    23.102    17.342    13.233    -0.078    -0.004    -0.237    -0.197     0.085    -0.089    -0.348    -0.352    -0.593    -0.650     2.000     1.000     0.000  1220.000     1.300  -999.000    -0.005     0.090     2.000    -1.080    -0.340  1676.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000
    196005     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000    17.693    17.000    16.269    20.649    19.315    17.668    16.906    13.721    16.855    15.545    19.152  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000     0.000    19.657    20.259    15.896    14.500    68.232  2974.870  3231.306  2227.955  1474.664  9617.699   282.500    80.000  5321.581     7.055     1.937     7.572     1.257   135.000 27360.322  2362.748  3041.656    69.555    -6.884   -20.384     0.077     0.413    -0.375     0.250    -0.021    -0.418  -999.000    -0.299     0.267  -999.000     0.661     4.416     5.251     3.045    10.565    13.706    21.000     0.000    10.000    -0.885    -0.546    -0.324    -0.282    -0.328    -0.226    -0.244    -0.597    -0.494    -0.146    -0.435     0.101    19.061    21.238    20.215    17.535     0.088    -0.714    -0.687    -0.187     0.160    -0.064    -0.433    -0.410    -0.952    -0.623     3.000     1.000     0.000  1196.000     0.900  -999.000    -0.321     0.910     2.440    -3.910    -0.940  1627.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000
    196006    18.111     3.958    12.243     0.000     5.263     0.485     5.822     1.610     0.000     8.573     5.954   326.694    56.580   198.426     0.000   120.959     5.962   104.177    23.784     0.000   145.929   130.177    24.837    22.295    23.897    27.706    23.999    26.937    25.426    25.339    22.546    25.154    26.003    28.947    25.457    28.308  -999.000    27.679    28.334    31.958    29.206  -999.000    30.764    29.576   138.993    19.460    18.915    17.082    13.992    67.630  2460.627  2774.308  2409.966  1697.628  9112.701   200.000    75.000  5422.167     7.293     1.749     7.013     2.382   166.000 27877.234  2425.145  3176.077    45.218     3.763    -1.646    -0.048     0.538    -0.335     0.172    -0.389     0.650  -999.000    -0.297     0.279  -999.000    -1.166     1.857     0.253     2.662    10.114    14.259    30.000     0.000     0.000    -1.247    -0.622    -0.478    -0.429    -0.355    -0.360    -0.545    -0.657    -0.634    -0.163    -0.616    -0.741    13.705    12.414    21.416    16.735     0.073    -1.358    -0.967    -0.615     0.309    -0.180    -0.451    -0.527    -0.599     0.060  -999.000     3.000     2.000  1102.000     0.200  -999.000    -0.254     0.640     2.540    -8.980    -1.250  1619.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000
